r,g,b,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20
113,42,147,7.66507e-10,3.65673e-10,6.61026e-09,1.25954e-08,6.59965e-09,9.74762e-07,1.15166e-09,2.57577e-09,7.96781e-09,4.97541e-10,4.41102e-09,4.22145e-10,4.10262e-09,5.0968e-08,6.99749e-10,1.48005e-09,8.34916e-10,1.09799e-08,2.73866e-09,1.36004e-09
180,80,95,1.34399e-09,1.79542e-09,9.04802e-10,2.13809e-09,4.21003e-09,5.79479e-09,9.07045e-09,9.42777e-10,7.69121e-06,6.84032e-10,1.21014e-08,2.57742e-10,1.90672e-09,4.91335e-08,1.74066e-09,1.31485e-09,9.27379e-10,9.55688e-10,3.98105e-09,9.66267e-09
116,215,41,4.4956e-10,1.89057e-08,4.2814e-10,5.73636e-10,6.69157e-10,3.64061e-10,1.93248e-09,1.68713e-09,1.60316e-09,7.19954e-10,1.86558e-08,5.5254e-10,1.49525e-10,4.96566e-10,3.80071e-09,6.29489e-09,2.45162e-08,3.20801e-10,4.00674e-10,4.65525e-10
231,61,37,4.50727e-10,1.55843e-09,2.17401e-10,3.81917e-10,1.88202e-09,8.90211e-10,3.06957e-09,2.5196e-10,6.1389e-08,2.36601e-10,1.59925e-09,9.08657e-11,6.02957e-10,3.69345e-09,5.60584e-10,4.79197e-10,3.20031e-10,2.78574e-10,8.91788e-10,2.47598e-07
231,62,152,3.29811e-09,6.18071e-10,5.82001e-10,1.77937e-09,8.04979e-10,4.61025e-09,7.96978e-09,3.59776e-10,1.52475e-08,8.07421e-10,1.89549e-09,1.84493e-10,1.21777e-08,1.16665e-07,1.18981e-09,3.14666e-10,2.95152e-10,4.48825e-10,2.5473e-08,2.5674e-09
216,114,0,3.53041e-10,7.37026e-09,1.75662e-10,2.80247e-10,1.30601e-09,4.33309e-10,3.10222e-09,2.80675e-10,1.4575e-08,2.44806e-10,2.27839e-09,1.00772e-10,2.52017e-10,1.15614e-09,7.63314e-10,7.49648e-10,5.3984e-10,2.07401e-10,4.90663e-10,1.43947e-08
54,206,6,1.63882e-10,2.06019e-09,3.49677e-10,3.34076e-10,7.51262e-10,2.45911e-10,4.51317e-10,1.93027e-09,6.72095e-10,2.49595e-10,3.64442e-09,3.87516e-10,8.66203e-11,2.54449e-10,7.24134e-10,2.35532e-08,2.78669e-08,3.5736e-10,1.67097e-10,2.91872e-10
154,132,88,1.56829e-09,5.99785e-09,1.16969e-09,2.60499e-09,2.68901e-09,2.61578e-09,1.45813e-08,2.1694e-09,6.04959e-08,1.27131e-09,3.24677e-07,5.09706e-10,7.91227e-10,6.77205e-09,5.77769e-09,3.70145e-09,3.75045e-09,9.10517e-10,2.61757e-09,2.49065e-09
130,218,237,7.28328e-09,4.25814e-10,1.73103e-09,5.15956e-09,1.6025e-10,6.56539e-10,1.46276e-09,1.27938e-09,4.24694e-10,1.27921e-07,2.06927e-09,1.06504e-08,5.14296e-10,6.68953e-10,9.99848e-09,3.76661e-10,1.08225e-09,3.23302e-10,2.69387e-09,1.16888e-10
159,69,131,1.73594e-09,8.58993e-10,2.20098e-09,6.86102e-09,4.00931e-09,3.47036e-08,4.87341e-09,1.49563e-09,7.56237e-08,8.57362e-10,1.06807e-08,3.75354e-10,4.78465e-09,5.14458e-07,1.60011e-09,1.27541e-09,9.30599e-10,2.01598e-09,7.77691e-09,3.16353e-09
191,203,115,5.25566e-09,1.65175e-08,5.28397e-10,1.30436e-09,4.02823e-10,6.53497e-10,9.50857e-08,8.49146e-10,3.29591e-09,6.55476e-09,2.03225e-08,6.63406e-10,4.49222e-10,1.48084e-09,2.91352e-07,8.85228e-10,2.22685e-09,2.64249e-10,2.8806e-09,5.71425e-10
24,0,101,1.34229e-10,1.43694e-10,2.25255e-09,1.1494e-09,1.72421e-08,4.35225e-09,2.01573e-10,2.02985e-09,9.69935e-10,1.20399e-10,8.60451e-10,2.06761e-10,4.12293e-10,1.1896e-09,1.67766e-10,1.9645e-09,5.45941e-10,8.5756e-08,2.72169e-10,5.29763e-10
179,201,26,5.72944e-10,1.95949e-06,2.42697e-10,3.89662e-10,5.78163e-10,3.22947e-10,5.39024e-09,5.62844e-10,3.08681e-09,6.43362e-10,8.20305e-09,2.47972e-10,1.74539e-10,6.2542e-10,3.86071e-09,1.52794e-09,2.45063e-09,1.98745e-10,5.11371e-10,9.51519e-10
63,30,236,4.36963e-10,1.06499e-10,3.07636e-08,1.72029e-08,6.83405e-10,2.44396e-08,2.87124e-10,1.64813e-09,5.60999e-10,3.54955e-10,7.20466e-10,5.91429e-10,2.6853e-09,2.3629e-09,2.89229e-10,4.2303e-10,3.42641e-10,1.08539e-08,1.12964e-09,2.02237e-10
4,3,200,1.58036e-10,7.72741e-11,1.0145e-08,2.57241e-09,9.86319e-10,5.14568e-09,1.4332e-10,1.75931e-09,3.5507e-10,1.48299e-10,4.52404e-10,3.51129e-10,6.12789e-10,8.28518e-10,1.47008e-10,5.43224e-10,3.15498e-10,8.59434e-08,3.22358e-10,1.66176e-10
152,232,245,1.07474e-08,4.08485e-10,9.3691e-10,2.6064e-09,1.22431e-10,4.60693e-10,1.50749e-09,7.17871e-10,3.50587e-10,6.00019e-07,1.37878e-09,4.75816e-09,4.47177e-10,5.31481e-10,1.05357e-08,2.62087e-10,7.09469e-10,2.16204e-10,2.56844e-09,1.0309e-10
73,30,59,1.97059e-10,3.68508e-10,1.27454e-09,1.08158e-09,3.798e-06,4.06734e-09,4.48731e-10,1.98304e-09,4.54218e-09,1.66662e-10,2.44076e-09,2.00097e-10,4.5807e-10,2.39044e-09,3.00563e-10,5.20065e-09,9.98339e-10,7.51341e-09,4.02899e-10,2.16789e-09
184,198,133,9.01133e-09,7.4749e-09,7.1807e-10,2.01653e-09,4.07354e-10,8.38524e-10,8.09069e-08,1.05115e-09,3.14328e-09,1.24347e-08,2.41362e-08,9.08646e-10,5.75835e-10,1.84635e-09,9.46243e-07,8.8587e-10,2.3202e-09,3.13469e-10,4.49536e-09,5.10429e-10
245,185,165,7.08697e-08,2.12838e-09,3.63107e-10,1.09281e-09,2.17463e-10,6.07938e-10,1.79745e-07,3.38129e-10,1.85756e-09,1.12612e-08,2.5852e-09,3.80791e-10,8.92988e-10,1.80271e-09,2.79651e-08,2.692e-10,4.82859e-10,1.7109e-10,1.28688e-08,4.26193e-10
167,251,151,4.55464e-09,3.34058e-09,5.19652e-10,1.15082e-09,1.94818e-10,3.71915e-10,6.38417e-09,8.59408e-10,7.66349e-10,2.93953e-08,5.62404e-09,1.65765e-09,2.69539e-10,5.72139e-10,1.30643e-06,5.91848e-10,2.33748e-09,1.96679e-10,1.502e-09,1.97096e-10
179,9,214,1.15145e-09,1.63777e-10,1.33705e-09,3.76027e-09,6.68163e-10,2.9846e-08,8.18019e-10,3.96967e-10,1.81311e-09,4.32717e-10,7.23818e-10,2.00359e-10,1.02657e-06,3.83822e-08,3.93112e-10,2.27122e-10,1.91437e-10,1.03179e-09,7.61786e-09,6.2674e-10
112,202,21,3.32696e-10,1.53219e-08,3.71026e-10,4.66836e-10,8.66142e-10,3.4784e-10,1.45415e-09,1.45769e-09,1.74456e-09,4.73139e-10,1.26615e-08,3.93957e-10,1.36297e-10,4.707e-10,2.07537e-09,8.53195e-09,1.62132e-08,3.28328e-10,3.25142e-10,5.71525e-10
36,67,230,4.32471e-10,1.23112e-10,5.93675e-07,3.15238e-08,6.2818e-10,8.78901e-09,2.87362e-10,4.64509e-09,4.82872e-10,4.58394e-10,9.9512e-10,1.40229e-09,1.14403e-09,1.39941e-09,3.72091e-10,6.67315e-10,6.05324e-10,1.52152e-08,8.74334e-10,1.62818e-10
122,194,215,7.39311e-09,5.81184e-10,3.62745e-09,1.49988e-08,2.65727e-10,1.2515e-09,2.20439e-09,2.66064e-09,7.4299e-10,4.78192e-08,5.03172e-09,1.10787e-08,7.42719e-10,1.21547e-09,1.4047e-08,6.57316e-10,1.92117e-09,5.64156e-10,4.17489e-09,1.73044e-10
211,44,145,1.88232e-09,5.25645e-10,7.48716e-10,2.14048e-09,1.35735e-09,9.75827e-09,4.29227e-09,4.39577e-10,2.38577e-08,5.98085e-10,2.04651e-09,1.84593e-10,1.45333e-08,8.26773e-07,8.88081e-10,3.91232e-10,3.20377e-10,6.84453e-10,1.25267e-08,3.63802e-09
156,36,133,9.74115e-10,4.79994e-10,1.86291e-09,4.45087e-09,5.38192e-09,8.22007e-08,2.03725e-09,1.03864e-09,3.15873e-08,4.82778e-10,3.71205e-09,2.58324e-10,6.70137e-09,8.7606e-07,7.54352e-10,8.98166e-10,5.57222e-10,2.52113e-09,4.34936e-09,3.57572e-09
168,208,122,4.52303e-09,1.02325e-08,7.3657e-10,1.80171e-09,4.27227e-10,7.24396e-10,2.79224e-08,1.35407e-09,2.63046e-09,8.75846e-09,3.80313e-08,1.09107e-09,4.26034e-10,1.36536e-09,6.52039e-07,1.23048e-09,4.06278e-09,3.2698e-10,2.53736e-09,4.6013e-10
236,200,47,1.00038e-09,2.7535e-07,1.73089e-10,3.23414e-10,3.30447e-10,2.79514e-10,1.95177e-08,2.82694e-10,2.84754e-09,8.25434e-10,3.14592e-09,1.75863e-10,2.17684e-10,6.92154e-10,4.77266e-09,4.95229e-10,7.58015e-10,1.30148e-10,7.74918e-10,9.66412e-10
210,128,255,8.54201e-08,2.83883e-10,9.4301e-10,4.52249e-09,1.89598e-10,1.67315e-09,2.74824e-09,3.82994e-10,8.12765e-10,6.98462e-09,1.00005e-09,5.51008e-10,6.82438e-09,3.13898e-09,2.24904e-09,1.79147e-10,2.66008e-10,2.9618e-10,2.17333e-07,2.22667e-10
55,249,242,7.77017e-10,2.1772e-10,1.63092e-09,1.93537e-09,1.15683e-10,3.20802e-10,3.63102e-10,1.86022e-09,1.84654e-10,3.71361e-09,9.34428e-10,9.73985e-07,1.83997e-10,2.43552e-10,1.65469e-09,3.95711e-10,1.34972e-09,3.01347e-10,4.85327e-10,6.31646e-11
16,117,91,2.34698e-10,4.36188e-10,4.54453e-09,2.12196e-09,3.73421e-09,1.61618e-09,4.0477e-10,1.12272e-07,1.10787e-09,3.12745e-10,5.85777e-09,9.65118e-10,2.4609e-10,7.97943e-10,5.66235e-10,1.35643e-07,1.28568e-08,8.3821e-09,3.43535e-10,3.56825e-10
54,232,14,1.68299e-10,2.09563e-09,3.11183e-10,3.04852e-10,4.66971e-10,1.98873e-10,4.31812e-10,1.65188e-09,4.96129e-10,2.83213e-10,2.96551e-09,4.58477e-10,7.66762e-11,2.0796e-10,8.34033e-10,9.94925e-09,3.22571e-08,2.73687e-10,1.57114e-10,2.12966e-10
50,248,65,2.60643e-10,1.61269e-09,5.18599e-10,5.13274e-10,3.51865e-10,2.4291e-10,5.29964e-10,3.34106e-09,4.4553e-10,5.63141e-10,4.33377e-09,1.32019e-09,9.47571e-11,2.37284e-10,1.62475e-09,6.64066e-09,2.0347e-07,3.23719e-10,2.18893e-10,1.6051e-10
200,195,43,8.91747e-10,2.07328e-06,2.48932e-10,4.45909e-10,5.25614e-10,3.71548e-10,1.40928e-08,4.89152e-10,4.24917e-09,8.75813e-10,8.23056e-09,2.45177e-10,2.27323e-10,8.36859e-10,6.04824e-09,1.03809e-09,1.6624e-09,1.91382e-10,7.67615e-10,1.1188e-09
168,254,98,1.52927e-09,1.89582e-08,3.42863e-10,6.27326e-10,2.40837e-10,2.89274e-10,6.10293e-09,7.48797e-10,9.71853e-10,3.73463e-09,7.33663e-09,7.69649e-10,1.84188e-10,4.70848e-10,6.95463e-08,8.71723e-10,3.52945e-09,1.74756e-10,7.76592e-10,2.67075e-10
238,39,113,1.09697e-09,6.1762e-10,3.66338e-10,8.37703e-10,1.19646e-09,2.8032e-09,4.0323e-09,2.72897e-10,3.11376e-08,3.82048e-10,1.36717e-09,1.175e-10,3.9305e-09,3.7389e-08,6.51685e-10,3.1134e-10,2.43763e-10,3.88709e-10,4.14426e-09,1.02397e-08
5,155,55,1.64456e-10,5.48596e-10,1.25156e-09,7.74621e-10,1.66612e-09,5.49089e-10,3.18025e-10,1.91258e-08,6.7046e-10,2.43733e-10,3.83481e-09,7.40855e-10,1.28539e-10,3.7453e-10,5.02189e-10,9.08128e-07,3.71585e-08,1.654e-09,2.01605e-10,2.60965e-10
232,25,180,1.75587e-09,2.70286e-10,5.32702e-10,1.47688e-09,6.0012e-10,5.56399e-09,1.97581e-09,2.59055e-10,4.07511e-09,4.77155e-10,8.13494e-10,1.40655e-10,7.28785e-08,6.28817e-08,5.32295e-10,2.0086e-10,1.77167e-10,4.41643e-10,1.34112e-08,1.4063e-09
125,155,146,3.57147e-09,1.83575e-09,4.49948e-09,1.72158e-08,1.07768e-09,3.66607e-09,7.01312e-09,7.12317e-09,4.83176e-09,4.93328e-09,2.78558e-07,2.24537e-09,1.01412e-09,4.65119e-09,1.61106e-08,2.92731e-09,6.73517e-09,1.33869e-09,4.8742e-09,5.85757e-10
53,21,199,3.39517e-10,1.25682e-10,2.83275e-08,1.08892e-08,1.51364e-09,4.69216e-08,2.97137e-10,2.476e-09,8.04943e-10,2.82019e-10,9.52997e-10,4.90439e-10,1.85911e-09,2.87874e-09,2.78918e-10,7.07994e-10,4.50215e-10,6.70751e-08,8.64045e-10,2.90919e-10
134,235,165,3.97069e-09,1.82866e-09,1.0857e-09,2.48492e-09,2.48438e-10,5.59301e-10,3.7629e-09,1.94446e-09,8.02673e-10,3.3253e-08,9.46913e-09,4.82835e-09,3.29651e-10,7.09422e-10,1.68251e-07,9.10952e-10,4.53706e-09,3.20479e-10,1.70579e-09,1.91181e-10
184,78,69,8.35208e-10,2.22118e-09,5.93221e-10,1.16838e-09,5.19839e-09,2.96045e-09,6.30374e-09,7.27111e-10,0.000272546,4.69226e-10,8.35659e-09,1.94329e-10,1.08648e-09,1.51616e-08,1.26314e-09,1.35027e-09,8.41729e-10,7.2965e-10,1.97516e-09,2.4707e-08
197,82,244,1.05169e-08,2.38867e-10,1.41785e-09,7.54895e-09,3.05333e-10,5.31498e-09,1.98447e-09,4.4517e-10,1.25903e-09,2.05014e-09,1.04204e-09,4.12371e-10,6.51137e-08,1.05087e-08,1.16537e-09,2.09761e-10,2.53564e-10,5.11559e-10,2.31979e-07,3.33369e-10
175,223,157,1.10145e-08,3.37385e-09,7.13515e-10,1.94586e-09,2.57885e-10,5.98072e-10,1.63513e-08,1.00426e-09,1.28684e-09,5.24534e-08,9.6434e-09,1.53747e-09,4.45796e-10,1.03795e-09,0.000217403,6.51855e-10,2.12929e-09,2.57784e-10,3.3361e-09,2.75173e-10
83,199,71,0.00076671,0.00601719,0.00152544,0.00181446,0.00143402,0.000920826,0.0022437,0.0106805,0.00240572,0.00137633,0.0773062,0.00187357,0.000293811,0.000992262,0.00564552,0.0352398,0.847114,0.000998264,0.000750525,0.000600683
195,226,151,0.000631949,0.000221026,2.53315e-05,6.6531e-05,1.15765e-05,2.49478e-05,0.00142894,3.40567e-05,6.52213e-05,0.00175509,0.000326231,4.80876e-05,2.12215e-05,4.84632e-05,0.995003,2.56043e-05,7.27983e-05,1.0295e-05,0.000164622,1.47024e-05
28,219,128,0.00190029,0.00313199,0.0103814,0.00810543,0.00197631,0.00235243,0.00248426,0.143506,0.00220975,0.00476423,0.0264997,0.0457917,0.000760617,0.00174469,0.00877793,0.030163,0.699264,0.00378017,0.00171598,0.000690021
4,3,191,0.000895963,0.000467904,0.0555038,0.0142897,0.0067889,0.0310394,0.000848711,0.011026,0.0022125,0.00084105,0.0027916,0.00197034,0.00340367,0.00496921,0.000860454,0.00354462,0.00194804,0.853731,0.00182998,0.00103753
127,203,171,0.032163,0.00893834,0.0139955,0.0424462,0.00224958,0.0067017,0.0276647,0.0216531,0.00762582,0.161197,0.125294,0.0353995,0.00330503,0.00799861,0.440693,0.00756638,0.0314981,0.00333265,0.0187584,0.00151907
80,146,164,0.00732329,0.00343894,0.127304,0.271941,0.005276,0.022448,0.00794433,0.230499,0.00916289,0.0121492,0.151345,0.0267388,0.00398874,0.0126688,0.0184844,0.0195697,0.041394,0.0159987,0.0106296,0.00169485
6,69,158,0.00050377,0.000355106,0.108456,0.0125465,0.00428987,0.0105648,0.000556373,0.0552227,0.00140999,0.000581568,0.00351753,0.0020518,0.00097493,0.00223667,0.000698121,0.00640205,0.00311183,0.78512,0.00090525,0.000495469
39,170,40,0.00018423,0.00108796,0.000758028,0.000623863,0.00148009,0.000450283,0.000450812,0.00742538,0.000907952,0.000273147,0.00705416,0.000563095,0.000118887,0.000385652,0.0007099,0.888704,0.0874323,0.000853382,0.000214357,0.000322086
252,148,113,0.00335926,0.00277728,0.00017875,0.000462682,0.000243638,0.000449674,0.972712,0.000188901,0.00488368,0.00105594,0.00207864,0.000126342,0.000540412,0.0020012,0.0038145,0.000214389,0.00028745,0.000117748,0.00362125,0.000886282
15,13,117,0.000277268,0.000266119,0.00740069,0.00300447,0.0167424,0.00936866,0.000384555,0.00600935,0.00159031,0.00026087,0.00179367,0.00051686,0.000803903,0.00216231,0.000349647,0.00411728,0.00122804,0.942405,0.000553251,0.00076577
97,139,118,0.00146575,0.00203307,0.00682728,0.0121409,0.00315153,0.00514358,0.00355071,0.0266044,0.00723442,0.00187963,0.875204,0.00202624,0.000861764,0.00460053,0.00535299,0.0149674,0.0204033,0.00335025,0.00227739,0.000924672
5,160,133,5.43408e-05,6.61835e-05,0.00150795,0.000572738,0.000156776,0.000187623,6.85378e-05,0.987618,0.000102153,9.68134e-05,0.000823936,0.000811734,3.92447e-05,9.57693e-05,0.000147016,0.00250626,0.00442769,0.000618888,6.59489e-05,3.2116e-05
70,38,68,0.00029671,0.000522036,0.002279,0.00187391,0.940252,0.0068378,0.000658954,0.00369074,0.00627259,0.000256531,0.00416869,0.000322514,0.000668898,0.00359407,0.000462689,0.00892802,0.00165182,0.0141952,0.000610203,0.00245803
243,183,211,0.981117,0.00016023,8.66425e-05,0.000289694,3.30439e-05,0.000128869,0.00316343,6.30985e-05,0.000196748,0.00558551,0.000291311,9.6444e-05,0.000259351,0.000314442,0.00243263,3.9798e-05,7.12763e-05,3.43635e-05,0.00558347,5.26696e-05
88,107,229,0.000181944,2.4719e-05,0.0117675,0.983683,5.78388e-05,0.00117295,8.51297e-05,0.00048828,9.39016e-05,0.000194611,0.000271305,0.00031187,0.000251326,0.000336066,0.000129184,7.55237e-05,9.9917e-05,0.000351154,0.000400526,2.30935e-05
96,94,103,0.00480609,0.00694132,0.0328139,0.0450731,0.0814507,0.0712469,0.0123403,0.0690554,0.0906915,0.00446682,0.33287,0.00466557,0.00623542,0.0508486,0.00995196,0.0812283,0.0314117,0.04348,0.0101233,0.0102993
197,231,79,0.00802742,0.647705,0.00137084,0.00263805,0.00146916,0.00157169,0.084522,0.00262333,0.00867916,0.0113165,0.0363705,0.00202566,0.00107914,0.00314292,0.166242,0.00377361,0.00969572,0.000818517,0.00464929,0.00228012
168,9,149,0.0015018,0.000562559,0.00249492,0.00551312,0.00564253,0.129538,0.00236591,0.00114953,0.0191118,0.000678401,0.00292706,0.000358122,0.0286953,0.781161,0.000897555,0.000927497,0.000604311,0.00350228,0.00726775,0.00510007
208,24,4,9.70892e-06,3.36345e-05,8.37923e-06,1.21334e-05,0.000173927,3.31153e-05,4.08369e-05,1.01418e-05,0.000643724,5.92252e-06,4.08551e-05,3.13965e-06,1.76605e-05,8.59604e-05,1.2363e-05,2.27318e-05,1.17129e-05,1.42304e-05,1.86239e-05,0.998801
223,215,28,0.000170039,0.994282,4.07931e-05,6.97478e-05,8.21481e-05,5.86548e-05,0.00192297,7.49267e-05,0.000506191,0.000167382,0.000733789,4.51656e-05,4.16429e-05,0.000126594,0.000925814,0.000149791,0.000238578,3.17596e-05,0.000131345,0.000200474
92,8,189,0.000656757,0.000219001,0.0119027,0.013216,0.00301505,0.914517,0.000624359,0.00202679,0.00216419,0.00043963,0.00157057,0.000484567,0.00730526,0.0134537,0.00045892,0.000857812,0.000540117,0.0236544,0.00216032,0.000733307
235,115,216,0.0182741,0.000102956,0.00014799,0.000621508,5.902e-05,0.000434323,0.00186925,7.61808e-05,0.00040969,0.000895073,0.000306234,7.61017e-05,0.00212557,0.00165197,0.000607035,4.59848e-05,6.20389e-05,6.38644e-05,0.972073,9.79952e-05
176,211,0,0.000690041,0.96602,0.000345972,0.000506742,0.000928506,0.000438306,0.00471019,0.000828228,0.00346497,0.000796972,0.00740587,0.000368561,0.000239877,0.000778812,0.00378486,0.00256456,0.0037165,0.000305537,0.000616756,0.00148872
217,163,194,0.819987,0.000945399,0.000662529,0.00278207,0.000239132,0.00112996,0.0327743,0.000469076,0.00178768,0.0213887,0.00296659,0.000560766,0.0018317,0.0032291,0.0179772,0.000282349,0.000496411,0.000247571,0.0898923,0.000350651
29,191,47,0.000447505,0.00241735,0.00178926,0.00143466,0.00216973,0.000885614,0.000984428,0.0194075,0.00154943,0.000736645,0.0129519,0.00185118,0.00025658,0.000747597,0.00185318,0.326698,0.621093,0.00167707,0.000481001,0.000568398
105,211,172,0.0266823,0.0108901,0.026707,0.0609019,0.00336641,0.00898197,0.0227136,0.0539713,0.00868225,0.134222,0.144141,0.12268,0.00397555,0.008978,0.245033,0.0144615,0.0786896,0.00576233,0.0172142,0.00194612
207,223,34,8.58953e-06,0.999693,2.25336e-06,3.81553e-06,4.06876e-06,2.95359e-06,8.69787e-05,4.47749e-06,2.26171e-05,9.60431e-06,4.79542e-05,2.7081e-06,1.96546e-06,5.98859e-06,6.17773e-05,9.05719e-06,1.65061e-05,1.68219e-06,6.3825e-06,8.05326e-06
163,206,128,0.00569007,0.00875833,0.000983019,0.00249636,0.000500514,0.000916661,0.0271647,0.00179182,0.00293732,0.0120646,0.0503872,0.00148229,0.000523292,0.0016656,0.871964,0.00147667,0.00507793,0.000410623,0.00320499,0.000504088
171,209,245,0.0336056,0.00036259,0.000829941,0.0029356,0.000117281,0.000530188,0.00197642,0.000537341,0.000393084,0.938072,0.00128315,0.00210661,0.00062038,0.000688207,0.0097626,0.000209316,0.000491506,0.000197556,0.00517237,0.000108391
174,12,35,0.000804112,0.00181062,0.00106763,0.0015097,0.0502732,0.00590271,0.00282818,0.00118635,0.0903257,0.000492304,0.00424907,0.000298128,0.00208255,0.0141786,0.000964386,0.00248034,0.0010909,0.00222539,0.00181264,0.814417
221,221,136,0.0259696,0.0172874,0.000849694,0.00212456,0.000548386,0.00104531,0.20035,0.00110452,0.00379741,0.0291612,0.0111245,0.00127809,0.00100574,0.0023841,0.68975,0.00100408,0.00234286,0.000406386,0.00756548,0.000901065
43,217,67,5.5899e-05,0.00029408,0.0001675,0.000152115,0.000121512,7.43953e-05,0.000117313,0.00164008,0.000129055,0.000108974,0.00156733,0.000287376,2.44e-05,6.71416e-05,0.000303224,0.00491447,0.989766,0.000113122,5.30803e-05,4.30722e-05
197,181,6,0.00132157,0.932077,0.000561786,0.000887444,0.00194074,0.0008951,0.0130216,0.00115162,0.0118427,0.00123984,0.0127174,0.000483776,0.000511049,0.00189226,0.00568321,0.00328548,0.00375134,0.000524208,0.00132159,0.0048899
134,27,195,0.00043741,9.0065e-05,0.00211416,0.00637498,0.000623428,0.946644,0.000376245,0.000448175,0.00116326,0.000223559,0.000655043,0.000150458,0.0116002,0.0242998,0.000225941,0.000208484,0.000159514,0.0016464,0.00226509,0.00029428
127,68,194,0.00388695,0.000625183,0.0241769,0.241959,0.00256067,0.564006,0.0029973,0.0042977,0.00647177,0.00220936,0.00727599,0.00141914,0.0219162,0.0820089,0.00222059,0.00149166,0.00137881,0.00772722,0.0202152,0.00115549
20,126,208,0.00065016,0.0002529,0.878723,0.033406,0.00073531,0.00357834,0.00047415,0.0505092,0.000622589,0.0010294,0.00264243,0.0102056,0.000676285,0.0011314,0.000905523,0.00196983,0.00264506,0.0087103,0.000941105,0.000191451
232,177,145,0.0106728,0.00149252,0.000169366,0.000508811,0.000121649,0.000304853,0.957691,0.000174436,0.00135628,0.0030325,0.00195183,0.000158807,0.000358595,0.000998499,0.015766,0.000152665,0.000269837,8.44881e-05,0.00448745,0.000247155
98,238,72,0.00445631,0.0516985,0.00471856,0.00614839,0.00365122,0.00287622,0.012593,0.0216189,0.00762053,0.00974468,0.12373,0.0101018,0.00121066,0.00343406,0.0494254,0.0405192,0.638038,0.00273044,0.00346632,0.00221729
220,90,137,0.0247478,0.00636246,0.00350073,0.0113188,0.00492712,0.0203073,0.152526,0.00261393,0.195675,0.00648818,0.0227141,0.00127235,0.0249909,0.352062,0.012911,0.00244623,0.00248396,0.00248292,0.135374,0.0147949
239,45,21,0.000343692,0.00116452,0.000184813,0.00030285,0.00182692,0.000725769,0.00185166,0.000212095,0.0220949,0.000186744,0.00107068,7.79949e-05,0.000516075,0.00252326,0.000409062,0.000412273,0.000263055,0.000254297,0.000653784,0.964926
3,152,101,0.000476637,0.000877089,0.00801231,0.00370597,0.00274878,0.00185152,0.000735709,0.743959,0.00135219,0.000763764,0.00994433,0.00374989,0.000375781,0.00102507,0.00134746,0.13489,0.0762415,0.00689356,0.000598083,0.000451268
191,75,86,2.17952e-05,3.46364e-05,1.27642e-05,2.82478e-05,7.33017e-05,7.7605e-05,0.000160427,1.34415e-05,0.998286,1.07651e-05,0.000146026,3.95739e-06,3.19117e-05,0.000639705,2.70671e-05,2.02663e-05,1.40465e-05,1.42779e-05,6.10025e-05,0.000322585
6,141,119,6.83249e-05,9.46353e-05,0.0020378,0.000747529,0.000358982,0.000329854,9.58363e-05,0.97981,0.000179265,0.000107343,0.00126556,0.000584932,5.883e-05,0.000158393,0.000172988,0.00740371,0.00492816,0.00145024,9.05236e-05,5.66104e-05
25,202,67,0.000153766,0.000637465,0.000675348,0.000526998,0.000490694,0.000271053,0.000300186,0.00921765,0.000398692,0.00028055,0.00399789,0.000912507,8.02448e-05,0.000219823,0.000674452,0.0365244,0.943832,0.000509485,0.00015762,0.000139068
181,66,133,0.00118793,0.000482953,0.000772158,0.00243491,0.00145713,0.0104604,0.00375395,0.000514822,0.0516506,0.000476759,0.00365196,0.000165492,0.00366035,0.908344,0.000868664,0.000463172,0.000366795,0.000679042,0.00643257,0.00217597
247,198,51,0.00734085,0.731676,0.00109525,0.0020854,0.00203442,0.0018347,0.154119,0.00168703,0.0182616,0.00558516,0.0172729,0.00109798,0.00153845,0.00472286,0.0297555,0.00279619,0.00418462,0.000818507,0.00559181,0.00650202
26,183,99,0.000387875,0.000912104,0.00310922,0.0021214,0.00111849,0.000867832,0.000651827,0.12195,0.000902104,0.000723188,0.0118717,0.00330033,0.000216251,0.000603199,0.00153843,0.0584817,0.78873,0.00181652,0.000425554,0.00027193
14,92,142,0.00105242,0.00090849,0.140428,0.0241147,0.00900899,0.0151937,0.00130099,0.488243,0.00325621,0.00131518,0.011869,0.00495527,0.0015464,0.00419949,0.00177804,0.0269134,0.01206,0.249067,0.0017741,0.00101557
171,241,221,0.00102213,4.15745e-05,4.11903e-05,0.000112525,7.97143e-06,2.54002e-05,0.000168522,3.86942e-05,2.68805e-05,0.995726,0.000110955,0.000165505,2.50631e-05,3.44961e-05,0.00219605,1.74435e-05,4.98084e-05,1.15025e-05,0.000170517,7.62169e-06
242,169,253,0.927912,0.000413941,0.000518374,0.00177058,0.00014744,0.000736905,0.00428342,0.000296416,0.000666776,0.0179853,0.000897092,0.000529709,0.00212082,0.00148318,0.00406546,0.000162496,0.000270769,0.000188262,0.0353445,0.000207017
